id,Composer,Symphony,Date,Year,Orchestra,City,Note
6018,Joseph Haydn,Symphony,17/05/1874,1874,Orchestre des Concerts Pasdeloup,Caen,"Il s’agit probablement de : Symphonie n°88 en sol maj., Finale"
6019,Ferdinand David,Christophe Colomb (ode-symphonie),17/05/1874,1874,Orchestre des Concerts Pasdeloup,Caen,Un air - sung by Edmond Vergnet
6020,Ludwig van Beethoven,Symphony No. 3 (Eroica),18/10/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6021,Felix Mendelssohn,Symphony No. 5 (Reformation),25/10/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6022,Hector Berlioz,Harold en Italie,25/10/1874,1874,Orchestre des Concerts Pasdeloup,Paris,2. Marche de pèlerins chantant la prière du soir
6023,Ludwig van Beethoven,Symphony No. 2,01/11/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6024,Ludwig van Beethoven,Symphony No. 6 (Pastoral),08/11/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6025,Joseph Haydn,Symphony No. 102 in B-flat ,15/11/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6026,Felix Mendelssohn,Symphony No. 3 (Scottish),22/11/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6027,Hector Berlioz,Roméo et Juliette (Symphonie Dramatique),22/11/1874,1874,Orchestre des Concerts Pasdeloup,Paris,2. 1. Roméo seul - Tristesse - Bruits lointains de concert et de bal - Grande fête chez Capulet
6028,Wolfgang Amadeus Mozart,Symphony No. 34 in C,29/11/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6029,Ludwig van Beethoven,Symphony No. 5,29/11/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6030,Joseph Haydn,Symphony No. 101 (Clock),13/12/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6031,Ludwig van Beethoven,Symphony No. 7,13/12/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6032,Robert Schumann,Symphony No. 4,20/12/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6033,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),20/12/1874,1874,Orchestre des Concerts Pasdeloup,Paris,2. Allegretto un poco agitato (from opening Sinfonia)
6034,Ludwig van Beethoven,Symphony No. 8,27/12/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6035,Ludwig van Beethoven,Symphony No. 6 (Pastoral),03/01/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6036,Ludwig van Beethoven,Symphony No. 1,10/01/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6037,Felix Mendelssohn,Symphony No. 4 (Italian),17/01/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6038,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,24/01/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6039,Ludwig van Beethoven,Symphony No. 9,24/01/1875,1875,Orchestre des Concerts Pasdeloup,Paris,Just the orchestral movements
6040,Édouard Lalo,Symphonie espagnole,07/02/1875,1875,Orchestre des Concerts Pasdeloup,Paris,« 1re aud. »; violin: Pablo de Sarasate
6041,Ludwig van Beethoven,Symphony No. 5,07/02/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6042,Ludwig van Beethoven,Symphony No. 4,14/02/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6043,Joseph Haydn,Symphony No. 29,14/02/1875,1875,Orchestre des Concerts Pasdeloup,Paris,2. Andante; 4. Finale Presto
6044,Robert Schumann,Symphony No. 1 (Spring),21/02/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6045,Joachim Raff,Symphony No. 3 (Im Walde),28/02/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6046,Ludwig van Beethoven,Symphony No. 6 (Pastoral),07/03/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6047,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),14/03/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6048,Ludwig van Beethoven,Symphony No. 2,14/03/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6049,Joseph Haydn,Symphony No. 85 (La Reine),21/03/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6050,Ludwig van Beethoven,Symphony No. 7,21/03/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6051,Ludwig van Beethoven,Symphony No. 5,26/03/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6052,Ludwig van Beethoven,Symphony No. 9,04/04/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6053,Ludwig van Beethoven,Symphony No. 5,30/05/1875,1875,Orchestre des Concerts Pasdeloup,Caen,
6054,Felix Mendelssohn,Symphony No. 3 (Scottish),17/10/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6055,Joseph Haydn,Symphony No. 97 in C,24/10/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6056,Ludwig van Beethoven,Symphony No. 5,24/10/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6057,Ludwig van Beethoven,Symphony No. 6 (Pastoral),31/10/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6058,Ludwig van Beethoven,Symphony No. 1,07/11/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6059,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),07/11/1875,1875,Orchestre des Concerts Pasdeloup,Paris,2. Allegretto un poco agitato (from the opening Sinfonia)
6060,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,14/11/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6061,Édouard Lalo,Symphonie espagnole,14/11/1875,1875,Orchestre des Concerts Pasdeloup,Paris,Violin: Pablo de Sarasate
6062,Felix Mendelssohn,Symphony No. 5 (Reformation),21/11/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6063,Ludwig van Beethoven,Symphony No. 3 (Eroica),28/11/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6064,Joseph Haydn,Symphony No. 29,28/11/1875,1875,Orchestre des Concerts Pasdeloup,Paris,Andante and Finale
6065,Robert Schumann,Symphony No. 4,05/12/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6066,Ludwig van Beethoven,Symphony No. 7,05/12/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6067,Franz Schubert,Symphony in C,12/12/1875,1875,Orchestre des Concerts Pasdeloup,Paris,Either No. 6 (Little) or No. 9 (Great)
6068,Joseph Haydn,Symphony in D major,19/12/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6069,Ludwig van Beethoven,Symphony No. 2,26/12/1875,1875,Orchestre des Concerts Pasdeloup,Paris,
6070,Ludwig van Beethoven,Symphony No. 5,09/01/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6071,Hector Berlioz,Harold en Italie,09/01/1876,1876,Orchestre des Concerts Pasdeloup,Paris,Viola: Camillo Sivori
6072,Joachim Raff,Symphony No. 3 (Im Walde),16/01/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6073,Ludwig van Beethoven,Symphony No. 8,23/01/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6074,Wolfgang Amadeus Mozart,Symphony No. 39 in E-flat,30/01/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6075,Ludwig van Beethoven,Symphony No. 6 (Pastoral),06/02/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6076,Felix Mendelssohn,Symphony No. 4 (Italian),13/02/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6077,Joseph Haydn,Symphony No. 99 in E-flat,20/02/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6078,Ludwig van Beethoven,Symphony No. 3 (Eroica),27/02/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6079,Robert Schumann,Symphony No. 2,05/03/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6080,Joseph Haydn,Symphony No. 85 (La Reine),12/03/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6081,Hector Berlioz,Harold en Italie,12/03/1876,1876,Orchestre des Concerts Pasdeloup,Paris,Viola: Louis van Waefelghem 
6082,Ludwig van Beethoven,Symphony No. 4,19/03/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6083,César Franck,Rédemption (poéme-symphonie),19/03/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6084,Ludwig van Beethoven,Symphony No. 6 (Pastoral),26/03/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6085,Ludwig van Beethoven,Symphony No. 9,02/04/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6086,Ludwig van Beethoven,Symphony No. 9,09/04/1876,1876,Orchestre des Concerts Pasdeloup,Paris,3. Adagio molto e cantabile; 4. Allegro assai
6087,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),14/04/1876,1876,Orchestre des Concerts Pasdeloup,Paris,Fragment
6088,Joseph Haydn,Symphony No. 93 in D,22/10/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6089,Felix Mendelssohn,Symphony No. 3 (Scottish),29/10/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6090,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),05/11/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6091,Joseph Haydn,Symphony No. 103 (Drumroll),12/11/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6092,Ludwig van Beethoven,Symphony No. 7,12/11/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6093,Ludwig van Beethoven,Symphony No. 2,19/11/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6094,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,26/11/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6095,Joachim Raff,Symphony No. 3 (Im Walde),26/11/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6096,Ludwig van Beethoven,Symphony No. 6 (Pastoral),03/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6097,Joseph Haydn,Symphony No. 102 in B-flat ,10/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6098,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),10/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,2. Allegretto un poco agitato (from the opening Sinfonia)
6099,Ludwig van Beethoven,Symphony No. 5,10/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6100,Felix Mendelssohn,Symphony No. 4 (Italian),17/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6101,Ferdinand David,Le désert (ode-symphonie),17/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6102,Ferdinand David,Le désert (ode-symphonie),24/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6103,Ludwig van Beethoven,Symphony No. 6 (Pastoral),31/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,
6104,Hector Berlioz,Symphonie Fantastique,31/12/1876,1876,Orchestre des Concerts Pasdeloup,Paris,"« 1re aud. » pour le dernier mouvement, « Songe d’une nuit du Sabbat »"
6105,Robert Schumann,Symphony No. 4,07/01/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6106,Ludwig van Beethoven,Symphony No. 1,14/01/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6107,Hector Berlioz,Symphonie Fantastique,14/01/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6108,Ludwig van Beethoven,Symphony No. 3 (Eroica),21/01/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6109,Robert Schumann,Symphony No. 2,28/01/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6110,Joseph Haydn,Symphony No. 90 in C,04/02/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6111,Ludwig van Beethoven,Symphony No. 9,25/02/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6112,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),11/03/1877,1877,Orchestre des Concerts Pasdeloup,Paris,"Adapt. Jules Forest. « Introduction, Allegro. — Scherzo. — Andante. — Choral de Luther, Final »"
6113,César Franck,Rédemption (poéme-symphonie),11/03/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6114,Ferdinand David,Le désert (ode-symphonie),11/03/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6115,Ludwig van Beethoven,Symphony No. 8,18/03/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6116,Hector Berlioz,Symphonie Fantastique,18/03/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6117,Ludwig van Beethoven,Symphony No. 5,25/03/1877,1877,Orchestre des Concerts Pasdeloup,Paris,"All-Beethoven concert: Festival Beethoven (25 mars, 50e anniversaire de sa mort)"
6118,Ludwig van Beethoven,Symphony No. 6 (Pastoral),30/03/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6119,Ludwig van Beethoven,Symphony No. 1,13/05/1877,1877,Orchestre des Concerts Pasdeloup,Caen,
6120,Ferdinand David,Le désert (ode-symphonie),13/05/1877,1877,Orchestre des Concerts Pasdeloup,Caen,
6121,Ludwig van Beethoven,Symphony No. 6 (Pastoral),11/06/1877,1877,Orchestre des Concerts Pasdeloup,Rouen,
6122,Ludwig van Beethoven,Symphony No. 6 (Pastoral),12/06/1877,1877,Orchestre des Concerts Pasdeloup,Amiens,
6123,Ludwig van Beethoven,Symphony No. 6 (Pastoral),13/06/1877,1877,Orchestre des Concerts Pasdeloup,Lille,
6124,Ludwig van Beethoven,Symphony No. 6 (Pastoral),14/06/1877,1877,Orchestre des Concerts Pasdeloup,Saint-Quentin,
6125,Ludwig van Beethoven,Symphony No. 6 (Pastoral),15/06/1877,1877,Orchestre des Concerts Pasdeloup,Reims,
6126,Ludwig van Beethoven,Symphony No. 5,21/10/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6127,Ludwig van Beethoven,Symphony No. 6 (Pastoral),28/10/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6128,Hector Berlioz,Symphonie Fantastique,28/10/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6129,Felix Mendelssohn,Symphony No. 3 (Scottish),04/11/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6130,Joseph Haydn,Symphony No. 94 (Surprise),04/11/1877,1877,Orchestre des Concerts Pasdeloup,Paris,2. Andante
6131,Wolfgang Amadeus Mozart,Symphony No. 39 in E-flat,11/11/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6132,Joachim Raff,Symphony No. 3 (Im Walde),18/11/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6133,Anton Rubinstein,Symphony No. 2 (Ocean),25/11/1877,1877,Orchestre des Concerts Pasdeloup,Paris,"With Rubinstein as guest conductor (just for this work, not the whole concert)"
6134,Ludwig van Beethoven,Symphony No. 3 (Eroica),02/12/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6135,Hector Berlioz,Roméo et Juliette (Symphonie Dramatique),09/12/1877,1877,Orchestre des Concerts Pasdeloup,Paris,"2.1 Roméo seul - Tristesse - Bruits lointains de concert et de bal - Grande fête chez Capulet; 2.2 Nuit sereine - Le jardin de Capulet, silencieux et désert - Les jeunes Capulet sortant de la fête passent en chantant des réminiscences de la musique du bal - Scène d’amour; 2.3 a Reine Mab ou la Fée des songes, scherzo"
6136,Joseph Haydn,Symphony No. 90 in C,09/12/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6137,Ludwig van Beethoven,Symphony No. 7,16/12/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6138,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,23/12/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6139,Ferdinand David,Le désert (ode-symphonie),23/12/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6140,Hector Berlioz,Symphonie Fantastique,30/12/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6141,Ferdinand David,Le désert (ode-symphonie),30/12/1877,1877,Orchestre des Concerts Pasdeloup,Paris,
6142,Ludwig van Beethoven,Symphony No. 1,13/01/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6143,Joseph Haydn,Symphony No. 88 in G,20/01/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6144,Ludwig van Beethoven,Symphony No. 6 (Pastoral),27/01/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6145,Robert Schumann,Symphony No. 3 (Rhenish),27/01/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6146,Anton Rubinstein,Symphony No. 2 (Ocean),03/02/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6147,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),03/02/1878,1878,Orchestre des Concerts Pasdeloup,Paris,2. Allegretto un poco agitato (from the Sinfonia)
6148,Ludwig van Beethoven,Symphony No. 2,10/02/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6149,Felix Mendelssohn,Symphony No. 5 (Reformation),17/02/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6150,Joseph Haydn,Symphony No. 85 (La Reine),24/02/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6151,Ludwig van Beethoven,Symphony No. 5,24/02/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6152,Wolfgang Amadeus Mozart,Symphony in D major,03/03/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6153,Ludwig van Beethoven,Symphony No. 9,10/03/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6154,Hector Berlioz,Harold en Italie,17/03/1878,1878,Orchestre des Concerts Pasdeloup,Paris,Viola: Louis van Waefelghem 
6155,Ludwig van Beethoven,Symphony No. 8,24/03/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6156,Ludwig van Beethoven,Symphony No. 5,10/10/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6157,Hector Berlioz,Symphonie Fantastique,10/10/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6158,Ludwig van Beethoven,Symphony No. 6 (Pastoral),17/10/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6159,Ludwig van Beethoven,Symphony No. 5,20/10/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6160,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,27/10/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6161,Johannes Brahms,Symphony No. 2 in D major,27/10/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6162,Joseph Haydn,Symphony No. 82 (The Bear),03/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6163,Anton Rubinstein,Symphony No. 2 (Ocean),03/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6164,Ludwig van Beethoven,Symphony No. 6 (Pastoral),10/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6165,Franz Schubert,Symphony No. 8 (Unfinished),10/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris," Selon le compte rendu du Ménestrel, il n’y aurait qu’un mouvement"
6166,Ferdinand David,Le désert (ode-symphonie),10/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris,2. 5. Fantasie arabe - Danse des almées
6167,Ludwig van Beethoven,Symphony No. 7,17/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6168,Robert Schumann,Symphony No. 1 (Spring),17/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6169,Joseph Haydn,Symphony No. 94 (Surprise),24/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6170,Felix Mendelssohn,Symphony No. 3 (Scottish),24/11/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6171,Ludwig van Beethoven,Symphony No. 3 (Eroica),01/12/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6172,Wolfgang Amadeus Mozart,Symphony No. 39 in E-flat,01/12/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6173,Ludwig van Beethoven,Symphony No. 8,08/12/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6174,Joseph Haydn,Symphony in B-flat major,15/12/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6175,Hector Berlioz,Roméo et Juliette (Symphonie Dramatique),15/12/1878,1878,Orchestre des Concerts Pasdeloup,Paris,"2, 1. Roméo seul - Tristesse - Bruits lointains de concert et de bal - Grande fête chez Capulet; 2. Nuit sereine - Le jardin de Capulet, silencieux et désert - Les jeunes Capulet sortant de la fête passent en chantant des réminiscences de la musique du bal - Scène d’amour, 4. Scène d’ amour"
6176,Joachim Raff,Symphony No. 3 (Im Walde),22/12/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6177,Joseph Haydn,Symphony No. 85 (La Reine),29/12/1878,1878,Orchestre des Concerts Pasdeloup,Paris,
6178,Robert Schumann,Symphony No. 4,19/01/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6179,Joseph Haydn,Symphony No. 29,19/01/1879,1879,Orchestre des Concerts Pasdeloup,Paris,2. Andante; 4. Finale Presto
6180,Ludwig van Beethoven,Symphony No. 2,26/01/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6181,Felix Mendelssohn,Symphony No. 4 (Italian),02/02/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6182,Wolfgang Amadeus Mozart,Symphony in D major,09/02/1879,1879,Orchestre des Concerts Pasdeloup,Paris,"""op. 87"""
6183,Ludwig van Beethoven,Symphony No. 5,16/02/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6184,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),16/02/1879,1879,Orchestre des Concerts Pasdeloup,Paris,2. Allegretto un poco agitato (from Sinfonia)
6185,Ludwig van Beethoven,Symphony No. 1,23/02/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6186,Hector Berlioz,Symphonie Fantastique,02/03/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6187,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),09/03/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6188,Joseph Haydn,Symphony No. 100 (Military),23/03/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6189,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),23/03/1879,1879,Orchestre des Concerts Pasdeloup,Paris,3. Adagio religioso (from Sinfonia)
6190,Ludwig van Beethoven,Symphony No. 6 (Pastoral),30/03/1879,1879,Orchestre des Concerts Pasdeloup,Paris,
6191,Ludwig van Beethoven,Symphony No. 9,06/04/1879,1879,Orchestre des Concerts Pasdeloup,Paris,Just the orchestral movements
6192,Hector Berlioz,Harold en Italie,11/04/1879,1879,Orchestre des Concerts Pasdeloup,Paris,2. Marche de pèlerins chantant la prière du soir; viola: Louis van Waefelghem 
6193,Ludwig van Beethoven,Symphony No. 4,11/04/1879,1879,Orchestre des Concerts Pasdeloup,Paris,4. Allegro assai (adapt. Jules Ruelle; fragments of the text in French on back of the programme)
